시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명,
무안군오승우미술관,공립,전라남도 무안군 삼향읍 초의길 7,전라남도 무안군 삼향읍 왕산리 1020,34.852575,126.415342,061-450-5482,무안군,http://museum.muan.go.kr,"주차장, 화장실, 카페테리어 등",09:00,18:00,09:00,18:00,"매주 월요일, 1월1일, 추석, 설",0,0,0,,2011.2.24 개관,,061-450-5482,무안군 관광문화과,2018-06-15,4950000,전라남도 무안군,
이천시립월전미술관,공립,경기도 이천시 경충대로 2709번길 185,경기도 이천시 관고동 378번지 185,37.279731,127.424379,031-637-0033,재단법인 월전미술문화재단,http://www.iwoljeon.org/,아트샵+카페+세미나실,10:00,18:00,10:00,18:00,신정+설날 당일+추석 당일,2000,1000,600,"이천시민 50퍼센트할인+영유아 및 65세 이상 무료+그린카드 30퍼센트할인,+예술인패스 30퍼센트할인",이천시립월전미술관은 한국화의 거장 월전 장우성선생을 기리는 기념관적 성격의 미술관 입니다.,"이천시외버스터미널에서 28-1, 8, 111, 22-9번 버스 탑승후 설봉산입구 정류장 하차.설봉산입구에서 도보 20분. 이천역에서 8, 28-1번 버스 탑승 후 설봉산입구 정류장 하차, 설봉산 입구에서 도보 20분.",031-645-3653,경기도 이천시청,2018-02-23,4070000,경기도 이천시,
이천시립박물관,공립,경기도 이천시 경충대로 2697번길 172,경기도 이천시 관고동 418-3,37.275088,127.427271,031-635-8500,재단법인 신재문화재단,http://www.icheon.go.kr/site/museum/main.do,없음,09:00,18:00,09:00,18:00,매주월요일+설날당일+추석당일+법정공휴일다음날,0,0,0,무료,"이천시립박물관은 이천고을의 고고, 역사, 민속문화에 관한 자료를 통해 이천의 정체성을 알리고 도자문화의 메카로서 전통을 계승하고 있습니다.",이천설봉공원 내,031-645-3654,경기도 이천시청,2018-02-23,4070000,경기도 이천시,
유엔평화기념관,사립,부산광역시 남구 홍곡로320번길 106,,35.125133,129.093215,051-901-1400,유엔평화기념관,,,10:00,18:00,10:00,18:00,"매주 월요일, 단 국가공휴일과 월요일이 겹칠 경우 당일은 개관하고 다음날 휴관",0,0,0,,,,051-901-1400,(사)국제평화기념사업회,2018-08-14,3310000,부산광역시 남구,
경성대학교박물관,대학,부산광역시 남구 수영로 309,,35.138757,129.098196,051-663-5381,경성대학교박물관,,,10:00,17:00,10:00,14:00,"토·일요일, 공휴일, 방학기간 중 관람:10:00~14:00",0,0,0,,,,051-663-5381,경성대학교,2018-08-14,3310000,부산광역시 남구,
부경대학교박물관,대학,부산광역시 남구 용소로 45,,35.133925,129.103718,051-629-6771,부경대학교박물관,,,10:00,17:00,00:00,00:00,"토·일요일, 공휴일",0,0,0,,,,051-629-6771,부경대학교,2018-08-14,3310000,부산광역시 남구,
부산시립박물관,공립,부산광역시 남구 유엔평화로 63,,35.129802,129.092946,051-610-7150,부산시립박물관,,,09:00,18:00,09:00,21:00,"1월 1일, 매주 월요일, 단 월요일이 공휴일인 경우 다음날 휴관",0,0,0,,,,051-610-7150,부산광역시,2018-08-14,3310000,부산광역시 남구,
경성대학교미술관,대학,부산광역시 남구 수영로 309,,35.139741,129.098121,051-663-5361,경성대학교미술관,,,10:00,18:00,10:00,18:00,"매월 둘째, 넷째 일요일",0,0,0,,,,051-663-5361,경성대학교,2018-08-14,3310000,부산광역시 남구,
하남역사박물관,공립,경기도 하남시 덕풍동로 30,경기도 하남시 덕풍동 694번지,37.544479,127.207212,031-790-7915,하남문화재단,www.hanammuseum.com,,09:00,18:00,09:00,18:00,매주 월요일,0,0,0,,,,031-790-7915,경기도 하남시 하남문화재단,2018-08-21,4040000,경기도 하남시,
정림사지박물관,공립,충청남도 부여군 부여읍 정림로 83,충청남도 부여군 부여읍 동남리 364,36.278819,126.915851,041-832-2721,부여군시설관리공단,http://www.jeongnimsaji.or.kr/,뮤지엄샵+영상실+연지,09:00,18:00,09:00,18:00,"1월1일, 설날, 추석",1500,900,700,단체 30명 이상 약20퍼센트 감면,백제시대 가장 화려했던 사비시기의 불교유적 등 백제의 꿈과 땀이 담긴 박물관,,041-830-2626,충청남도 부여군청,2018-07-20,4570000,충청남도 부여군,
예송미술관,공립,서울특별시 송파구 백제고분로 242 구민회관 1층,서울특별시 송파구 삼전동 62-2,37.502096,127.093223,02-2147-2810,서울특별시 송파구청,http://www.songpa.go.kr,문화시설,10:00,18:00,00:00,00:00,"매주일요일, 법정공휴일",0,0,0,,송파구민들에게 수준 높은 문화향유의 기회를 제공하기 위하여 다채로운 기획전시 및 송파에서 활동하는 시각예술가들의 창작활동을 지원하고 있습니다.,2호선 종합운동장 4번출구 : 350. 3314. 3417. 34182호선 잠실역 5번출구 : 3314. 33158호선 석촌역 7번출구 : 340. 350. 3012,02-2147-2810,서울특별시 송파구청,2018-07-30,3230000,서울특별시 송파구,
한국광고박물관,사립,서울특별시 송파구 올림픽로35길 137 한국광고문화회관 3층,서울특별시 송파구 신천동 7-11,37.515804,127.099629,02-2144-0116,한국방송광고진흥공사,http://admuseum.kobaco.co.kr/main.jsp,문화시설,09:30,17:30,00:00,00:00,"매주월요일, 법정공휴일",0,0,0,,"한국광고박물관은 광고산업과 광고문화 발전을 위한 광고인프라시설로서 2008년 11월 7일에 개관하였습니다. 광고박물관은 한국의 광고역사, 광고의 순기능, 광고제작과정 등을 유물, 광고자료, 멀티미디어 체험을 통해 이해 할 수 있는 광고 전문박물관으로서 국내 유일의 디지털아카이브관을 구축하여 사라져 가는 역사적인 영상 인쇄광고 자료를 보존하고 있습니다","지하철 2,8호선 잠실역 하차, 2호선 7번 출구에서 도보 5분간선버스 : 301, 320, 303, 360, 362, 730지선버스 : 2225, 2311, 2412, 3215, 3216, 3217, 3312, 3313, 3314, 3315, 3411, 3412,                  3413, 3414, 3415광역버스 : 9202, 9203, 9403공항버스 : 600, 606자가용 주차시엔 무료주차 불가",02-2144-0116,한국방송광고진흥공사,2018-07-30,3230000,서울특별시 송파구,
소마미술관,사립,서울특별시 송파구 올림픽로 424,서울특별시 송파구 오륜동 11,37.516853,127.118219,02-425-1077,국민체육진흥공단,http://soma.kspo.or.kr/,문화시설,10:00,18:00,10:00,18:00,"매주월요일, 1월 1일, 설날, 추석 당일",3000,2000,1000,"무료(만65세이상, 국가유공자, 장애인(1~3급이상동반1인까지 무료)",소마미술관은 국민체육진흥공단이 국민의 예술적 정서함양을 위하여 2004년 9월 개관한 대중지향적 문화예술공간입니다.,올림픽공원 평화의문광장 정류장 일반버스30일반버스30-5파란버스340녹색버스3412녹색버스3413 올림픽공원 정류장 일반버스30일반버스30-5녹색버스3412녹색버스34138호선 몽촌토성역8번 출구 / 평화의 문 내에서 오른편으로 200M 도보,02-410-1070,스포츠레져사업본부,2018-07-30,3230000,서울특별시 송파구,
서울올림픽기념관,사립,서울특별시 송파구 올림픽로 424,서울특별시 송파구 잠실4동 26,37.520285,127.115438,02-410-1354,국민체육진흥공단,http://88olympic.kspo.or.kr,문화시설,10:00,18:00,10:00,18:00,"매주월요일, 1월 1일, 설날, 추석 당일",0,0,0,,"서울올림픽기념관은 서울올림픽의 영광을 재조명하고 올림픽 정신을 계승 발전시키기위함으로 지금은 다양한 이벤트 프로그램의 운영, 사이버 기념관의 활성화 및 스포츠센터와 연계한 체험학습 프로그램개발, 올림픽 기념사업등을 시민들이 참여하고 즐길수 있는 열려있는 공간으로 구성되어 있다",승용차 :올림픽회관(서1문) 또는 올림픽파크텔(서2문) 입구 이용지하철 :8호선 몽촌토성역 하차 1번출구 (도보 약 4분),02-410-1354,국민체육진흥공단,2018-07-30,3230000,서울특별시 송파구,
롯데월드민속박물관,사립,서울특별시 송파구 올림픽로 240 호텔롯데 롯데월드,서울특별시 송파구 잠실동 40-1,37.511211,127.097607,1661-2000,㈜롯데호텔,http://www.lotteworld.com,문화시설,09:30,20:00,09:30,20:00,연중무휴,5000,3000,3200,"65세이상 -청소년요금적용장애인,국가유공자는 증 보유시 (동반1인포함) : 단체요금으로 적용","구석기시대부터 일제강점기까지의 우리역사를 시대별로 구분하여 실제유물과 함께 모형으로 재현하여 알기 쉽고 재미있게 관람이 가능하도록 전시되어 있습니다. 특히, 모형촌은 8분의 1로 축소된 2천여 점의 인형을 이용하여 조선시대의 사계절과 세시풍속,관혼상제, 양반과 서민들의 생활모습을 사실적으로 표현하였습니다.","버스지선버스지선버스 3217번, 3313번, 3314번, 3315번, 3317번, 3411번, 3414번, 4319번급행열차급행열차 1007-1번, 1100번, 1700번, 2000번, 6900번, 7007번, 8001번간선버스간선버스 301번, 341번, 360번, 362번공항버스공항버스 6000번, 6006번, 6705번, 6706A번지하철 2호선 잠실역 4번출구 하차,",1661-2000,㈜롯데호텔,2018-07-30,3230000,서울특별시 송파구,
한미사진미술관,사립,"서울특별시 송파구 위례성대로14, 한미타워 19.20층",서울특별시 송파구 방이동 45,37.516450,127.113703,02-418-1315,가현문화재단,http://www.photomuseum.or.kr/,문화시설,10:00,19:00,11:00,18:30,매주일요일,6000,5000,0,"10인 이상 단체 1,000원 할인 * 관람료는 전시에 따라 달라집니다. 할인사진전공 학생, 송파구민(신분증 확인), 10인이상 단체무료경로(65세 이상), 장애우, 미취학 아동, 국가유공자","한미사진미술관은 전시를 비롯하여 작가지원 및 학술, 출판, 국제 교류 등의 활동을 하는 한편, 사진문화예술의 활성화를 위해 활동하는 문화예술 단체들을 후원함으로서 상호협력체계를 형성하고 함께 성장할 수 있는 기회를 가지는데 목적이 있습니다. 특히, 한국 근·현대사진을 소장 및 연구함으로서 한국사진사의 체계화를 위해 노력하고 있습니다","지하철 :8호선 몽촌토성역 2번 출구 50m 직진 올림픽 공원 평화의 문 맞은편 한미타워 19, 20층버스 : 30, 30-5, 333, 3412, 3413 _ 올릭픽공원역 하차",02-418-1315,가현문화재단,2018-07-30,3230000,서울특별시 송파구,
한성백제박물관,공립,"서울특별시 송파구 위례성대로71, 한성백제박물관",서울특별시 송파구 방이동 88-20,37.515488,127.119013,02-2152-5800,서울특별시,http://baekjemuseum.seoul.go.k,문화시설,09:00,21:00,09:00,19:00,"매주월요일, 1월 1일, 시장이 정하는 휴관일(관장에게 위임) 단, 월요일이 공휴일인 경우 휴관하지 않음",0,0,0,상설전시실 무료 (특별·기획전시는 유료로 진행될 수 있음),한성백제 박물관은 서울시 송파구의 고대역사 유적지에 건립된 박물관으로 고대 역사와 문화를 연구하여 알리고자 설립되었다,"지하철 :8호선 몽촌토성역 1번 출구에서 남2문 방향으로 650m (도보10~15분)           5호선 올림픽공원역 3번 출구에서 남2문 방향으로 1km(도보15~20분)버스 : 올림픽공원역 방향에서 오실 때 30-5, 3412, 3413 한성백제박물관 하차         몽촌토성역 방향에서 오실 때 30, 30-5, 3412, 3413 올림픽베어스타운 하차         방이동사거리 방향에서 오실 때 3216, 3414 한성백제박물관 하차자가용 : 잠실, 풍납동 방면에서 오실 때 (남2문앞에서 유턴 후 250m에서 진입)       둔촌동, 오금동 방면에서 오실 때 (남2문에서 남3문방향으로 250m에서 진입)",02-2152-5800,서울특별시,2018-07-30,3230000,서울특별시 송파구,
몽촌역사관,공립,서울특별시 송파구 올림픽로424,서울특별시 송파구,37.523868,127.122106,02-2152-5900,서울특별시,http://baekjemuseum.seoul.go.k,문화시설,09:00,18:00,09:00,18:00,"매주월요일,1월1일 휴관",0,0,0,,청동기시대 움집·백제의 도읍이었던 풍납토성과 몽촌토성·삼국시대 고분군 등 문화유적과 유물을 주로 전시하고 있어 서울의 역사와 문화를 몸소 느끼고 체험할 수 있답니다.특히 몽촌역사관에서는 어린이들을 대상으로 한 다채로운 교육프로그램 및 문화행사를 운영하고 있습니다.,지하철 8호선 - 몽촌토성역 1번 출구 하차. 평화의 문 안으로 들어와서 도보로 20분,02-2152-5900,서울특별시,2018-07-30,3230000,서울특별시 송파구,
롯데월드아쿠아리움,사립,서울특별시 송파구 올림픽로300,서울특별시 송파구 신천동 29,37.513652,127.102892,1661-2000,㈜롯데호텔,http://www.lotteworld.com,문화시설,10:00,22:00,10:00,22:00,연중무휴,29000,27000,25000,"연간이용권 어른및 청소년 : 90,000원어린이 : 70,000원(1년간 자유임장)","사람과 자연이 꿈꾸는 바다를 매개원으로 하는 사람과 자연이 더불어 사는 즐거운 세상을 꿈꾸는 롯데월드 아쿠아리움. 깊고 드넓은 해양 생태계 그대로를 재현하겠다는 신념과 고집으로 지금까지의 아쿠아리움에 대한모든 기준을 버리고 해양생물의 입장이 되어, 당신의 입장이 되어 원점에서부터 시작합니다","버스지선버스지선버스 3217번, 3313번, 3314번, 3315번, 3317번, 3411번, 3414번, 4319번급행열차급행열차 1007-1번, 1100번, 1700번, 2000번, 6900번, 7007번, 8001번간선버스간선버스 301번, 341번, 360번, 362번공항버스공항버스 6000번, 6006번, 6705번, 6706A번지하철 2호선 잠실역 4번출구 하차,",1661-2000,㈜롯데호텔,2018-07-30,3230000,서울특별시 송파구,
롯데뮤지엄,사립,서울특별시 송파구 올림픽로 300,서울특별시 송파구 신천동 29,37.512540,127.100381,02-3213-1132,㈜롯데호텔,,문화시설,10:30,20:00,10:30,20:00,전시별상이,13000,10000,7000,,현대미술 작품전시,"버스지선버스지선버스 3217번, 3313번, 3314번, 3315번, 3317번, 3411번, 3414번, 4319번급행열차급행열차 1007-1번, 1100번, 1700번, 2000번, 6900번, 7007번, 8001번간선버스간선버스 301번, 341번, 360번, 362번공항버스공항버스 6000번, 6006번, 6705번, 6706A번지하철 2호선 잠실역 4번출구 하차,",02-3213-1132,㈜롯데호텔,2018-07-30,3230000,서울특별시 송파구,
옹기민속박물관,사립,서울특별시 도봉구 삼양로 574-41,,37.654480,127.014650,02-900-0900,옹기민속박물관,,,10:00,18:00,10:00,18:00,"매주 월요일, 1월1일, 설연휴, 추석연휴",0,0,0,"[개인/단체(20명)]  어른3,000원/ 2,000원, 어린이 2,000원/1,000원","옹기전시실 : 거름통, 요강, 화로, 굴뚝, 독우물 등 주거 생활용 및 악기용, 민간 신앙용 옹기 전시민속생활용품전시실 : 목공예, 짚풀공예, 종이공예, 금속공예품 등 전시야외전시실 : 큰 항아리, 옹기굴뚝, 석탑, 석등, 맷돌 등 다양한 석조물 전시","지하철: 4호선 수유역 ③번 출구 → 120(간선), 153(간선) 버스 → 서라벌중학교 하차(10분소요) → 옹기민속박물관 길로 100m 진입버스: 간선(파랑) : 120, 144, 151, 153, 지선(녹색) : 1120, 1144, 1161, 1218 서라벌중학교 하차 → 옹기민속박물관 길로 100m 진입마을버스:  01 창동역, 02 수유역6번출구 약초원 하차",02-900-0900,서울특별시 도봉구청,2018-05-15,3090000,서울특별시 도봉구,
