관리번호,공원명
41590-00189,제2호 어린이공원(누리달공원)
41590-00168,행정 어린이공원(5호)
41590-00167,조암5호 어린이공원
41590-00002,개나리공원(2호)
41590-00166,조암4호 어린이공원
41590-00164,조암2호 어린이공원
41590-00133,남양천 소공원
41590-00129,양노리 소공원
41590-00101,신동아파밀리에 소공원
41590-00105,천천리 가로공원
41590-00173,완두콩소공원
41590-00015,석우동 쌈지
41590-00076,현충탑 소공원
41590-00163,조암 어린이공원
41590-00162,장짐 어린이공원
41590-00161,작은배틀 어린이공원
41590-00160,송곡 어린이공원(2호)
41590-00158,배틀 어린이공원(3호)
41590-00156,무궁화 어린이공원
41590-00155,돌내 어린이공원(7호)
41590-00152,댓골 어린이공원(4호)
41590-00125,전곡4호 어린이공원
41590-00124,전곡3호 어린이공원
41590-00123,전곡2호 어린이공원
41590-00121,남양5호 어린이공원
41590-00120,남양4호 어린이공원
41590-00118,남양2호어린이공원
41590-00149,향남3호근린공원(살구꽃)
41590-00141,옴뿌리산 근린공원
41590-00115,전곡공원 1
41590-00112,남양3호 근린공원
41590-00109,남양1호 근린공원
41590-00038,행복 근린공원
41590-00080,나눔 어린이공원
41590-00069,현대5호 어린이공원(해오른)
41590-00023,송리공원(산단4호)
41590-00020,방아다리공원(산단1호)
41590-00017,너른공원(산단2호)
41590-00008,초록근린공원(13호)
41590-00005,동탄 구봉산공원(4호)
41590-00061,틀뫼2호 어린이공원(푸른꿈)
41590-00194,제7호 어린이공원(열매달공원)
41590-00159,벌말 어린이공원(1호)
41590-00146,하길 근린공원
41590-00089,봉담호수 어린이공원
41590-00099,해피트리 어린이공원
41590-00098,한울2호공원
41590-00097,한울1호공원
41590-00096,피아노숲공원(1호)
41590-00095,와우남촌 어린이공원
41590-00058,종이비행기 어린이공원
41590-00031,동탄5호 어린이공원
41590-00052,안화 어린이공원
41590-00049,서작현 어린이공원
41590-00029,동탄3호 어린이공원
41590-00011,동탄1호 어린이공원
41590-00100,매송체육공원
41590-00177,제암리 쌈지공원
41590-00195,제8호 어린이공원(시샘달공원)
41590-00192,제5호 어린이공원(잎새달공원)
30170-00048,사정
30170-00049,반달
30170-00050,섬말
30170-00051,새뜸
30170-00052,청산
30170-00053,중보
30170-00054,만년
30170-00055,원모
30170-00056,구봉
30170-00057,백야
30170-00058,원앙
30170-00059,봉우재
30170-00060,금성
30170-00061,만수
30170-00062,금동
30170-00063,요동
30170-00064,장가동
30170-00065,선암
30170-00066,서당
30170-00067,돌샘
30170-00070,모롱이
30170-00071,선유
30170-00072,시롱
30170-00073,찬샘
30170-00074,신계
30170-00075,벌말
30170-00076,천변
30170-00077,느티나무
30170-00078,옻샘
30170-00079,방울샘
30170-00080,서낭당
30170-00081,샛별
30170-00082,두레박
30170-00083,금평
30170-00084,햇살아래
30170-00085,느리울
30170-00086,창골
30170-00087,동방
30170-00088,원도안
30170-00089,미나리
30170-00090,용소
30170-00091,나비
30170-00092,바다
30170-00068,관저
30170-00069,새아름
30170-00093,윗용소
30170-00094,노곡
30170-00095,방아
30170-00096,변정
30170-00097,송산
30170-00098,용화
30170-00099,도화
30170-00100,제비네
30170-00101,도안숲
30170-00102,용소
30170-00103,옥녀봉
30170-00001,은평
30170-00002,변동
30170-00003,가수원
30170-00004,갈마
30170-00005,샘머리
30170-00006,둔지미
30170-00007,보라매
30170-00008,씨애틀
30170-00009,남선
30170-00010,장갓골
30170-00011,신선암
30170-00104,하늘아래
30170-00105,도마실
30170-00106,안샘
30170-00107,옥은
30170-00012,도안
30170-00013,복수
30170-00014,월평
30170-00015,느리울
30170-00016,구봉
30170-00017,소태
30170-00018,봉우재
30170-00019,도안7
30170-00035,웅기
30170-00036,우정
30170-00037,새들
30170-00038,예정
30170-00039,안골
30170-00040,안산뜸
30170-00041,우마장
30170-00042,뒷뜰
30170-00043,한마음
30170-00020,오량
30170-00021,계림
30170-00022,강변
30170-00023,수밋들
30170-00024,정림
30170-00025,목운
30170-00026,평화
30170-00027,선경
30170-00028,새말
30170-00029,도산
30170-00030,문정
30170-00031,윗둔지미
30170-00032,계룡
30170-00033,백운
30170-00034,지치울
30170-00044,건능골
30170-00045,명학
30170-00046,상촌
30170-00047,월평
47850-00001,동락공원
47850-00002,인평제2공원(한마음공원)
47850-00003,인평제3공원(허브공원)
47850-00004,인평제4공원(그루터기공원)
47850-00005,인평제5공원(해오름1공원)
47850-00006,인평제2공원(체육공원)
47850-00007,금산공원
47850-00008,인평제7공원(나눔공원)
47850-00009,인평제8공원(하늘공원)
47850-00010,삼청리어린이공원
47850-00011,인평제9공원(늘푸른공원)
47850-00012,인평제10공원(다모아공원)
47850-00013,인평제11공원(두리공원)
47850-00014,인평제12공원(은하수공원)
47850-00015,인평제13공원(초록공원)
47850-00016,인평제14공원(해오름2공원)
47850-00017,중리제1공원(섬계공원)
47850-00018,중리제2공원(광암공원)
47850-00019,중리제3공원(화산서당공원)
47850-00020,중리제4공원(게이트볼장공원)
47850-00021,중리제5공원(테니스장공원)
47850-00022,중리제6공원(배수지공원)
47850-00023,남율제1공원
47850-00024,남율제2공원
47850-00025,남율제3공원
47850-00026,남율제4공원
47850-00027,남율제5공원
47850-00028,중리제7공원(장승백이공원)
47850-00029,중리제8공원(신맞이공원)
47850-00030,중리제9공원(큰골공원)
47850-00031,낙산공원
47850-00032,왜관공원
47850-00033,삼청제1공원
47850-00034,왜관제4어린이공원
47850-00035,왜관소공원
47850-00036,아곡1소공원
47850-00037,아곡2소공원
47850-00038,연화공원(소공원)
47850-00039,한실공원
47850-00040,왜관3공단-1호공원
47850-00041,왜관3공단-2호공원
47850-00042,왜관3공단-3호공원
47850-00043,왜관3공단-4호공원
41610-00002,경안근린공원
41610-00005,양벌소공원
41610-00015,태전9지구 제1소공원
41610-00016,태전9지구 제2소공원
41370-00001,원동제2근린공원
41370-00002,수청근린공원
41370-00003,원동 어린이공원
41370-00004,오산어린이공원
41370-00005,수청제1어린이공원
41370-00006,은계 어린이공원
41370-00007,가수 어린이공원
41370-00008,누읍어린이공원
41370-00009,궐동제1어린이공원
41370-00010,궐동제2어린이공원
41370-00011,원동제1어린이공원
41370-00012,원동제2어린이공원
41370-00013,운암제4어린이공원
41370-00014,운암제5어린이공원
41370-00015,운암제6어린이공원
41370-00016,운암제1근린공원
41370-00017,운암제2근린공원
41370-00018,운암제1어린이공원
41370-00019,운암제2어린이공원
41370-00020,궐동제5어린이공원
41370-00021,궐동제3어린이공원
41370-00022,궐동제4어린이공원
41370-00023,궐동제7어린이공원
41370-00024,수청제2어린이공원
41370-00025,수청제3어린이공원
41370-00026,수청제4어린이공원
41370-00027,갈곶제1근린공원
41370-00028,가수제2어린이공원
41370-00029,부산어린이공원
41370-00030,원동제1근린공원
41370-00031,갈곶어린이공원
41370-00032,달빛어린이공원
41370-00033,바람어린이공원
41370-00034,동물어린이공원
41370-00035,바다어린이공원
41370-00036,무지개어린이공원
41370-00037,샘물어린이공원
41370-00038,고인돌역사공원
41370-00039,UN참전기념공원
41370-00040,죽미체육공원-1
41370-00041,죽미체육공원-2
41370-00042,은빛개울공원-1
41370-00043,은빛개울공원-2
41370-00044,소리어린이공원
41370-00045,바위어린이공원
41370-00046,등불어린이공원
41370-00047,들판어린이공원
41370-00048,죽미근린공원
41370-00049,느티근린공원
41370-00050,여계근린공원
41370-00051,금바위공원
41370-00052,문헌근린공원
41370-00053,도원공원
41370-00054,아래뜰공원
41370-00055,안삼미공원
41370-00056,청호제1어린이공원
41370-00057,청호제2어린이공원
41370-00058,고현어린이공원
41370-00059,가장제1근린공원
41370-00060,원동제3어린이공원
41370-00061,별어린이공원
41370-00062,구름어린이공원
41370-00063,산어린이공원
41370-00064,꽃다리근린공원
41370-00065,필봉공원
41370-00066,양산제1소공원
41370-00067,양산제2소공원
41370-00068,양산제1어린이공원
41370-00069,양산제1근린공원
41370-00070,갈곶제2소공원
41370-00071,세교제2소공원
41370-00072,청호제3어린이공원
41370-00073,갈곶제1소공원
41370-00074,물향기소공원
41370-00075,가장2산단 수변1호
41370-00076,가장2산단 수변2호
41370-00077,가장제2근린공원
41370-00078,역사공원-1호
41370-00079,맑음터 공원
41370-00080,부산 제2어린이공원
41370-00081,부산 제1소공원
41370-00082,지곶 제1어린이공원
30140-00001,테미
30140-00002,버드내조폐
30140-00003,뿌리
30140-00004,문화1
30140-00005,문화2
30140-00004,양지
30140-00005,중촌
30140-00006,대흥
30140-00007,선화
30140-00008,푸른
30140-00009,용머리
30140-00010,평리
30140-00011,천근
30140-00012,옥미
30140-00013,모산
30140-00045,버드내
30140-00014,무릉
30140-00015,솔밭
30140-00016,당대
30140-00017,원대
30140-00018,멋티
30140-00019,탑골
30140-00020,범골
30140-00021,신촌
30140-00022,속리
30140-00023,마루메기
30140-00024,안영1
30140-00025,안영2
30140-00026,안영3
30140-00027,사정1
30140-00028,사정2
30140-00029,사정3
30140-00030,목동
30140-00031,대흥1
30140-00032,중평
30140-00046,오류
30140-00033,석교1
30140-00034,석교2
30140-00035,부사1
30140-00036,부사2
30140-00037,부사3
30140-00038,부사4
30140-00039,문화3
30140-00040,문화4
30140-00041,문화5
30140-00042,목동
30140-00043,목동1
30140-00044,우리들
41480-00055,통일동산(4) 갈대광장
41480-00030,금능어린이공원
41480-00032,천수공원
41480-00035,명동공원
41480-00061,금승근린공원
41480-00080,통일공원
41480-00003,노을빛공원
41480-00021,후곡공원
41480-00025,새꽃어린이공원
41480-00010,물푸레공원
47290-00001,남매공원
47290-00002,중앙1공원
47290-00010,진량공원
47290-00020,중앙2공원
47290-00021,중앙3공원
47290-00022,옥산1공원
47290-00027,정평1공원
47290-00030,서상공원
47290-00039,신상공원
47290-00044,옥산6공원
47290-00045,중산공원
47290-00051,사동2지구3(하얀꽃)
47290-00052,사동공원
47290-00054,성암산공원
47290-00069,솔숲구릉
45140-00001,배산 공원
45140-00002,북일공원
45140-00003,함열공원
45140-00004,보덕공원
45140-00005,금마공원
45140-00006,황등공원
45140-00007,춘포공원
45140-00008,무학공원
45140-00009,여산공원
45140-00010,모인공원
45140-00011,송학공원
45140-00012,동산1호 공원
45140-00013,동산2호 공원
45140-00014,신동6호
45140-00015,신동3호
45140-00016,신동8호
45140-00017,신동5호
45140-00018,신동4호
45140-00019,신동9호
45140-00020,신동2호
45140-00021,신동1호
45140-00022,신동7호
45140-00023,남당공원
45140-00024,남부6호공원
45140-00025,남부5호공원
45140-00026,남부4호공원
45140-00027,남부3호공원
45140-00028,남부2호공원
45140-00029,남부1호공원
45140-00030,영등1차 1호공원
45140-00031,영등1차 2호공원
45140-00032,중앙공원
45140-00033,마동2호공원
45140-00034,마동3호공원
45140-00035,마동1호공원
45140-00036,마동4호공원
45140-00037,팔봉공원
45140-00038,익산묘지공원
45140-00039,제2공단
45140-00040,용제 공원
45140-00041,수도산공원
45140-00042,마동공원
45140-00043,부송2호
45140-00044,부송1호
45140-00045,부송지구공원
45140-00046,소라공원
45140-00047,신흥공원
45140-00048,영등시민공원
45140-00049,어양공원
45140-00050,영등2차2호공원
45140-00051,영등2차1호공원
45140-00052,영등2차4호공원
45140-00053,영등2차3호공원
45140-00054,영등2차5호공원
45140-00055,영등3차1호공원
45140-00056,부송3차공원
45140-00057,팔봉 제2공원(18호)
45140-00058,팔봉 제3공원(19호)
45140-00059,팔봉제1공원(17호)
45140-00060,영등3차1호공원
45140-00061,어양3차1호공원
45140-00062,부송3호 공원
45140-00063,배산택지3호공원
45140-00064,배산택지4호공원
45140-00065,배산택지2호공원
45140-00066,배산택지1호공원
45140-00067,배산택지6호공원
45140-00068,배산택지5호공원
45140-00069,배산택지1호공원
45140-00070,배산택지2호공원
